symbol,mutual_information,cumulative_information,relative_cumulative_information
CG42342,0.45192515455,0.45192515455,0.100103744784
CG34354,0.318438739906,0.784880127201,0.17385498273
aret,0.234832195147,1.0653556166,0.235981745373
CG7991,0.215364480023,1.36048260344,0.301353890013
fas,0.205810993954,1.69756430089,0.376019218714
CG1648,0.182361582849,2.06133777586,0.456596913343
CG1969,0.094200511432,2.48252124832,0.54989121752
RhoGEF3,0.0944856770764,2.92311832846,0.647485735592
CG4239,0.0726379358559,3.35241683659,0.742577561886
mRpS14,0.0650549037882,3.72462915034,0.825024502682
CG2269,0.107429081915,4.0014709663,0.886346387981
CG6999,0.10939523836,4.2041784939,0.93124714733
CG3760,0.0719696488817,4.35015132858,0.963580880563
CG10947,0.225141557289,4.42114811353,0.979307033376
Gprk2,0.0911246236807,4.46357013404,0.988703728984
CG17202,0.0647532173332,4.48796037795,0.994106293383
