symbol,mutual_information,cumulative_information,relative_cumulative_information
CR32111,0.260898204128,0.260898204128,0.0577902933214
bru-3,0.233389792572,0.499581871568,0.110659952576
CG10947,0.225141557289,0.74386010992,0.164768838046
CG43729,0.189321839004,0.973325757438,0.215596658503
app,0.179537379208,1.19505622285,0.264711096364
CG6999,0.10939523836,1.4543557993,0.322147285437
ras,0.0781501951767,1.77712843856,0.393643084195
CG14853,0.122589108123,2.14202098832,0.474468659641
Gycbeta100B,0.0766428172393,2.55507511492,0.565962271925
Gpo-1,0.0655180120618,3.00571449,0.665781209947
CG6983,0.0614073829959,3.3973531917,0.752531195531
CG7339,0.0629210273448,3.76266476085,0.833449585926
Tom40,0.0629327272254,4.01501714415,0.889346936004
Ubi-p63E,0.0697457818504,4.18644317679,0.927318683423
Nc73EF,0.0641234787723,4.30481446274,0.953538531732
CG11191,0.0765089662873,4.36872659189,0.967695396869
Rpt5,0.0610477768317,4.4085271845,0.97651143272
CG17202,0.0647532173332,4.43542814071,0.982470132802
Trx-2,0.0922418057886,4.45789450713,0.987446548448
CG32392,0.15166421882,4.47381970444,0.990974061514
